MainIsland,AreaType,Province,RegencyCity,Year,pov_poorpeopleamount,pov_povertyline,pov_povertydepthindex,pov_povertyseverityindex,pov_poorpeoplepercentage,edu_underprimaryschool,ed_graduatedprimjunior,ed_graduatedoverhs,ed_literacyrate15to24,ed_literacyrate15to55,ed_schoolenrollrate7to12,ed_schoolenrollrate13to15,emp_unemployedperc,emp_employedinform,emp_employedform,emp_employedagric,emp_employednonagric,exp_poorfoodperc,exp_notpoorfoodperc,exp_bothfoodperc,housing_decentwaterperc,housing_privatetoiletperc,gov_aidreceiverperc
Kalimantan,Kabupaten,Kalimantan Tengah,Pulang Pisau,2020,5.21,395989,0.73,0.20,4.79,"25.23
",52.46,22.31,100.00,100.00,100.00,72.27,35.19,28.69,36.12,50.15,14.66,64.15,57.83,58.09,85.47,87.9,13.3
Kalimantan,Kabupaten,Kalimantan Tengah,Gunung Mas,2020,5.78,438881,0.75,0.21,4.09,36.91,47.48,15.61,100.00,100.00,100.00,100.00,48.83,18.76,32.41,20.05,31.12,61.63,58.35,58.51,31.73,93.15,7.23
Kalimantan,Kabupaten,Kalimantan Tengah,Barito Timur,2020,7.88,517183,0.55,0.08,4.75,18.07,66.16,15.77,100.00,100.00,100.00,59.10,35.25,49.89,14.86,49.61,15.14,61.66,55.91,56.26,47.05,59.53,14.14
Kalimantan,Kabupaten,Kalimantan Tengah,Murung Raya,2020,7.18,492693,0.87,0.24,6.09,32.29,48.61,19.10,100.00,100.00,100.00,100.00,26.99,62.04,10.98,60.23,12.78,62.9,56.23,56.62,15.82,40.01,-
Kalimantan,Kota,Kalimantan Tengah,Kota Palangka Raya,2020,10.23,435008,0.44,0.08,5.85,5.92,69.07,25.01,100.00,100.00,100.00,100.00,50.35,21.39,28.26,1.1,48.55,62.68,48.26,48.75,85.64,95.9,16.69
Kalimantan,Kabupaten,Kalimantan Selatan,Tanah Laut,2020,14.79,522845,0.58,0.12,3.44,31.04,51.66,17.30,100.00,100.00,100.00,79.34,42.88,39.98,17.14,26.63,30.49,60.8,56.65,56.82,45.55,89.44,26.72
Kalimantan,Kabupaten,Kalimantan Selatan,Kota Baru,2020,14.60,466121,0.60,0.12,4.26,44.83,44.29,10.89,100.00,98.97,100.00,98.48,48.14,34.81,17.05,34.04,17.82,65.6,57.29,57.64,40.18,72.91,40.92
Kalimantan,Kabupaten,Kalimantan Selatan,Banjar,2020,15.12,462375,0.26,0.04,4.22,19.55,60.52,19.92,100.00,100.00,100.00,100.00,48.98,32.12,18.9,12.3,38.72,55.07,57.95,57.88,43.35,100,-
Kalimantan,Kabupaten,Kalimantan Selatan,Barito Kuala,2020,14.25,340526,0.81,0.21,2.55,39.56,50.77,9.66,100.00,100.00,91.95,64.15,35.59,37.15,27.26,31.36,33.05,65.1,60.9,61.09,50.22,100,20.95
Kalimantan,Kabupaten,Kalimantan Selatan,Tapin,2020,5.90,446577,0.45,0.12,4.51,38.33,57.67,4.00,100.00,93.60,100.00,100.00,37.18,49.47,13.36,48.5,14.33,65.73,58.03,58.26,8.63,79.57,20.43
Kalimantan,Kabupaten,Kalimantan Selatan,Hulu Sungai Selatan,2020,12.39,528622,0.51,0.09,3.06,40.59,47.61,11.79,100.00,100.00,100.00,100.00,62.87,20.91,16.22,17.15,19.98,61.55,57.82,58.01,26.96,91.52,48.43
Kalimantan,Kabupaten,Kalimantan Selatan,Hulu Sungai Tengah,2020,15.47,417778,0.43,0.06,5.17,31.52,53.88,14.60,100.00,100.00,100.00,73.61,28.67,58.93,12.39,53.52,17.8,63.62,59.39,59.62,56.9,56.23,48.37
Kalimantan,Kabupaten,Kalimantan Selatan,Hulu Sungai Utara,2020,14.72,488237,0.85,0.20,5.64,30.43,48.42,21.15,100.00,100.00,100.00,100.00,46.47,41.1,12.43,14.91,38.62,48.57,54,53.66,55.61,98.96,10.16
Kalimantan,Kabupaten,Kalimantan Selatan,Tabalong,2020,14.70,531180,0.72,0.21,6.14,15.21,67.24,17.56,100.00,100.00,100.00,100.00,29.71,59.97,10.32,45.49,24.8,64.19,56.29,56.74,48.91,95.2,45.68
Kalimantan,Kabupaten,Kalimantan Selatan,Tanah Bumbu,2020,16.83,513803,0.69,0.14,5.72,36.09,44.05,19.86,100.00,100.00,100.00,100.00,56.88,12.9,30.22,11.79,31.33,57.26,54.67,54.79,78.13,93.11,23.45
Kalimantan,Kabupaten,Kalimantan Selatan,Balangan,2020,7.06,441488,0.88,0.24,4.60,45.13,34.27,20.59,100.00,100.00,100.00,100.00,41.55,49.68,8.77,26.54,31.91,59.95,56.94,57.1,73.87,80.31,24.28
Kalimantan,Kota,Kalimantan Selatan,Kota Banjarmasin,2020,31.31,543546,0.54,0.11,5.32,19.24,55.83,24.93,100.00,100.00,100.00,100.00,47.92,26.54,25.54,-,52.08,61.44,52.11,52.52,82.21,93,44.06
Kalimantan,Kota,Kalimantan Selatan,Kota Banjar Baru,2020,10.75,652030,0.48,0.10,4.39,26.76,61.35,11.90,"100.00
",100.00,100.00,100.00,42.1,35.27,22.63,5.93,51.97,59.71,49.54,49.95,22.32,92.73,44.02
Kalimantan,Kabupaten,Kalimantan Timur,Paser,2020,26.77,515414,1.04,0.21,4.01,31.55,49.58,18.87,100.00,99.64,100.00,100.00,51.71,37.51,10.78,41.09,7.2,57.66,55.15,55.38,63.12,72.54,43.86
Kalimantan,Kabupaten,Kalimantan Timur,Kutai Barat,2020,13.78,583532,1.23,0.28,9.23,14.51,57.35,28.14,100.00,98.50,96.36,100.00,46,34.59,19.41,30.09,23.92,57.25,55.53,55.69,53.4,91.35,21.38
Kalimantan,Kabupaten,Kalimantan Timur,Kutai Kartanegara,2020,58.42,548423,0.91,0.16,9.29,14.72,51.25,34.03,100.00,100.00,100.00,100.00,59.37,31.82,8.81,22.9,17.73,57.49,50.45,50.96,78.19,82.14,46.59
Kalimantan,Kabupaten,Kalimantan Timur,Kutai Timur,2020,36.98,610858,2.02,0.63,7.31,29.77,46.93,23.29,100.00,97.54,100.00,100.00,48.72,21.89,29.38,30.95,20.33,60.54,52.24,53.03,54.01,71.09,28.73
Kalimantan,Kabupaten,Kalimantan Timur,Berau,2020,12.30,568500,0.70,0.17,9.55,15.40,63.68,20.92,100.00,99.09,100.00,100.00,43.23,29.61,27.16,15.15,41.62,57.06,47.25,47.76,51.87,84.57,8.49
Kalimantan,Kabupaten,Kalimantan Timur,Penajam Paser Utara,2020,11.93,499807,0.87,0.17,5.19,21.49,55.03,23.49,100.00,99.06,95.69,76.95,55.55,26.35,18.1,19.66,24.8,52.54,53.45,53.39,72.99,94.88,11.08
Kalimantan,Kabupaten,Kalimantan Timur,Mahakam Hulu,2020,3.26,631517,1.46,0.29,7.36,30.08,53.58,16.34,100.00,99.38,100.00,94.61,29.46,56.82,13.72,54.1,16.44,57.85,56.64,56.78,42.49,82.59,2
Kalimantan,Kota,Kalimantan Timur,Kota Balikpapan,2020,17.02,613622,0.38,0.12,11.44,14.51,55.45,30.04,100.00,100.00,100.00,100.00,43.24,16.92,39.85,12.39,44.37,52.24,45.08,45.26,100,92.65,40.44
Kalimantan,Kota,Kalimantan Timur,Kota Samarinda,2020,41.92,719710,0.72,0.21,2.57,8.89,53.39,37.72,100.00,100.00,100.00,100.00,39.22,30.16,30.62,11.37,49.41,54.29,47.79,48.1,72.63,93.74,24.42
Kalimantan,Kota,Kalimantan Timur,Kota Bontang,2020,7.91,636491,0.54,0.09,4.76,"11.44
",46.42,42.14,100.00,100.00,100.00,100.00,50.01,15.4,34.59,15.65,34.35,52,44.17,44.51,92.51,89.95,45.96
Kalimantan,Kabupaten,Kalimantan Utara,Malinau,2020,6.16,616161,1.16,0.28,4.38,20.86,50.57,28.56,100.00,100.00,95.62,96.50,44.5,31.01,24.49,26.01,29.49,54.62,52.12,52.29,64.75,100,18.03
Kalimantan,Kabupaten,Kalimantan Utara,Bulungan,2020,13.08,472569,1.32,0.28,6.63,30.41,48.23,21.36,100.00,96.26,92.62,89.84,47.77,38.24,13.99,40.09,12.14,60.5,53.62,54.25,22.15,96.52,13.48
Kalimantan,Kabupaten,Kalimantan Utara,Tana Tidung,2020,1.46,425348,0.33,0.06,9.06,24.79,49.34,25.87,100.00,99.70,100.00,100.00,45.01,31.62,23.37,39.76,15.23,57.42,55.22,55.32,80.69,86.41,11.84
Kalimantan,Kabupaten,Kalimantan Utara,Nunukan,2020,13.76,450718,0.87,0.17,4.81,38.49,43.45,18.06,100.00,98.28,93.87,100.00,47.25,42.06,10.69,43.7,9.05,60.59,53.66,54.1,69.28,53,31.31
Kalimantan,Kota,Kalimantan Utara,Kota Tarakan,2020,17.33,696585,0.77,0.15,6.36,15.30,53.07,31.63,100.00,95.83,100.00,89.71,50.09,18.66,31.25,15.2,34.72,49.78,48.09,48.19,95.19,100,35.92
Sulawesi,Kabupaten,Sulawesi Utara,Bolaang Mongondow,2020,18.07,325227,0.87,0.15,6.24,28.50,58.50,13.00,100.00,100.00,100.00,87.36,58.58,36.19,5.23,22.46,18.96,61.13,56.23,56.59,55.63,74.98,26.05
Sulawesi,Kabupaten,Sulawesi Utara,Minahasa,2020,24.95,285596,0.82,0.17,7.27,23.17,34.10,42.72,100.00,100.00,100.00,100.00,54.26,29.2,16.54,13.59,32.15,61.96,54.74,55.27,70.04,93.4,30.74
Sulawesi,Kabupaten,Sulawesi Utara,Kepulauan Sangihe,2020,14.64,272971,1.29,0.25,7.30,28.17,47.08,24.75,100.00,98.29,100.00,93.41,47.68,36.74,15.58,20.82,31.5,66.6,56.87,57.95,62.83,65.84,27.06
Sulawesi,Kabupaten,Sulawesi Utara,Kepulauan Talaud,2020,8.84,294686,1.26,0.24,11.14,13.16,53.03,33.82,100.00,100.00,97.89,75.21,40.89,48.17,10.94,42.48,16.63,57.94,54.8,55.1,49.39,87.23,35.71
Sulawesi,Kabupaten,Sulawesi Utara,Minahasa Selatan,2020,19.38,336715,1.02,0.20,9.49,24.36,42.99,32.65,100.00,100.00,100.00,100.00,53.65,36.82,9.53,22.08,24.26,67.39,61.14,61.71,64.58,86.53,28.38
Sulawesi,Kabupaten,Sulawesi Utara,Minahasa Utara,2020,14.33,333535,0.98,0.19,9.14,13.32,52.62,34.06,100.00,100.00,100.00,100.00,54.84,18.72,26.44,10.58,34.59,64.04,56.29,56.83,66.48,83.61,41.02
Sulawesi,Kabupaten,Sulawesi Utara,Bolaang Mongondow Utara,2020,6.82,264227,0.83,0.14,7.00,34.14,53.09,12.77,100.00,98.91,100.00,100.00,49.22,39.36,11.42,30.98,19.79,59.69,58.07,58.21,39.93,56.76,25.99
Sulawesi,Kabupaten,Sulawesi Utara,Siau Tagulandang Biaro,2020,5.95,312581,0.83,0.14,8.41,31.15,47.74,21.11,100.00,100.00,100.00,100.00,50.96,37.97,11.06,25.9,23.13,59.01,56.19,56.44,71.77,88.2,20.3
Sulawesi,Kabupaten,Sulawesi Utara,Minahasa Tenggara,2020,13.73,332966,2.27,0.61,8.94,23.67,51.08,25.26,"100.00
",100.00,97.77,97.17,48.99,32.32,18.69,26.91,24.1,63.71,57.77,58.5,64.1,82.5,24.13
Sulawesi,Kabupaten,Sulawesi Utara,Bolaang Mongondow Selatan,2020,8.53,327648,1.65,0.33,12.30,17.84,68.40,13.76,100.00,99.46,100.00,89.23,53.58,33.88,12.54,33.95,12.47,62.56,58.48,59.01,60.39,46.97,43.16
Sulawesi,Kabupaten,Sulawesi Utara,Bolaang Mongondow Timur,2020,4.30,335241,0.94,0.20,12.77,25.95,61.79,12.26,100.00,100.00,100.00,100.00,55.45,19.74,24.81,27.96,16.59,57.84,56.25,56.35,44.49,45.68,17.57
Sulawesi,Kota,Sulawesi Utara,Kota Manado,2020,25.55,424473,1.25,0.36,5.88,16.97,52.06,30.97,100.00,100.00,94.62,100.00,59.78,9.49,30.73,1.42,38.8,55.5,47.87,48.32,95.2,93.37,24.72
Sulawesi,Kota,Sulawesi Utara,Kota Bitung,2020,14.18,416993,0.86,0.20,5.86,18.36,46.77,34.87,100.00,100.00,100.00,100.00,58.11,13.2,28.7,11.37,30.52,62.33,54.65,55.15,85.75,76.16,29.91
Sulawesi,Kota,Sulawesi Utara,Kota Tomohon,2020,6.06,422746,0.96,0.25,6.41,13.30,47.83,38.86,100.00,100.00,100.00,100.00,65.85,19.41,14.74,8.46,25.69,59.23,47.61,48.26,66.15,94.04,27.32
Sulawesi,Kota,Sulawesi Utara,Kota Kotamobagu,2020,7.06,343675,0.84,0.16,5.60,29.10,44.81,26.09,100.00,100.00,100.00,94.80,52.78,32.42,14.8,15.79,31.43,54.25,47.59,47.95,49.43,55.08,40.52
Sulawesi,Kabupaten,Sulawesi Tengah,Banggai Kepulauan,2020,16.70,364025,1.99,0.47,5.42,15.69,69.43,14.88,100.00,99.25,100.00,69.73,36.98,54.58,8.43,50.26,12.75,65.11,58.3,59.25,78.41,81.96,27.91
Sulawesi,Kabupaten,Sulawesi Tengah,Banggai,2020,28.16,417863,1.05,0.21,14.04,18.87,66.57,14.56,100.00,98.77,98.62,85.71,42.11,40.16,17.73,29.46,28.43,65.55,51.84,52.85,61.09,52.39,31.49
Sulawesi,Kabupaten,Sulawesi Tengah,Morowali,2020,16.50,463140,2.48,0.67,7.39,15.51,56.16,28.33,100.00,99.20,96.19,83.22,53.1,33.86,13.04,30.52,16.38,60.99,50.83,52.19,60.23,88.2,3.78
Sulawesi,Kabupaten,Sulawesi Tengah,Poso,2020,40.20,515435,2.53,0.68,13.43,12.91,65.31,21.78,100.00,98.75,100.00,84.81,41.86,49.36,8.78,37.34,20.79,61.42,52.51,53.89,82.44,78.82,46.97
Sulawesi,Kabupaten,Sulawesi Tengah,Donggala,2020,53.17,360483,3.01,0.79,15.45,17.16,70.58,12.26,100.00,98.50,96.88,96.01,49.02,44.42,6.56,27.2,23.78,64.26,56.98,58.25,63.21,53.49,29.08
Sulawesi,Kabupaten,Sulawesi Tengah,Toli-Toli,2020,30.51,343770,2.33,0.63,17.39,"14.45
",65.62,19.93,100.00,98.66,96.99,77.09,46.47,32.73,20.8,26.16,27.37,62.59,56.4,57.19,69.42,36.05,23.07
Sulawesi,Kabupaten,Sulawesi Tengah,Buol,2020,22.93,375794,1.97,0.47,12.85,13.90,64.65,21.44,100.00,100.00,100.00,94.70,53.81,38.54,7.64,26.12,20.07,60.57,56.78,57.31,41.45,73.58,32.32
Sulawesi,Kabupaten,Sulawesi Tengah,Parigi Moutong,2020,78.76,444258,3.49,1.22,13.93,34.07,57.18,8.75,98.18,94.52,89.04,75.91,30.78,60.43,8.79,56.21,13.01,67.6,57.55,59.14,47.77,27.26,32.78
Sulawesi,Kabupaten,Sulawesi Tengah,Tojo Una-Una,2020,25.43,504889,3.27,1.03,15.85,18.61,67.95,13.45,100.00,100.00,96.32,90.17,40.5,47.34,12.16,39.38,20.12,68.24,59.98,61.34,85.29,37.48,8.89
Sulawesi,Kabupaten,Sulawesi Tengah,Sigi,2020,30.00,370788,1.96,0.49,16.39,23.50,59.87,16.63,100.00,96.92,96.11,77.46,38.16,55.63,6.21,52.83,9.01,64.84,56.64,57.66,41.11,27.92,13.34
Sulawesi,Kabupaten,Sulawesi Tengah,Banggai Laut,2020,11.09,359768,1.59,0.36,12.45,11.86,68.00,20.14,100.00,100.00,95.09,86.82,54.97,37.4,7.63,22.89,22.14,67.74,60.84,61.85,73.39,51.42,7.73
Sulawesi,Kabupaten,Sulawesi Tengah,Morowali Utara,2020,18.38,474170,2.95,1.02,14.60,19.04,53.65,27.31,100.00,98.75,97.04,91.34,37.71,45.27,17.02,47.9,14.38,58.96,56.2,56.59,54.14,63.33,11.75
Sulawesi,Kota,Sulawesi Tengah,Kota Palu,2020,26.89,559246,0.97,0.22,14.10,7.10,70.95,21.95,96.99,98.98,92.33,72.84,38.88,24.53,36.58,0.24,60.88,58.08,44.35,45.29,80.59,100,38.15
Sulawesi,Kabupaten,Sulawesi Selatan,Kepulauan Selayar,2020,17.04,396822,2.25,0.60,6.80,32.17,52.06,15.77,100.00,95.02,100.00,100.00,46.96,43.09,9.95,36.64,16.4,70.66,58.07,59.64,81.09,53.27,28.68
Sulawesi,Kabupaten,Sulawesi Selatan,Bulukumba,2020,30.00,351180,0.71,0.14,12.48,39.79,52.32,7.89,87.02,81.50,97.34,85.49,55.43,29.3,15.27,36,8.56,72.33,60.76,61.59,78.5,87.57,17.3
Sulawesi,Kabupaten,Sulawesi Selatan,Bantaeng,2020,16.84,340890,0.97,0.18,7.10,49.46,42.14,8.40,100.00,87.11,100.00,100.00,43.43,38.1,18.48,35.04,21.54,75.9,59.81,61.25,86.17,50.68,28.55
Sulawesi,Kabupaten,Sulawesi Selatan,Jeneponto,2020,53.24,366453,2.60,0.68,8.95,36.94,41.35,21.71,98.52,88.37,99.66,92.70,48.22,39.3,12.48,34.31,17.47,70.56,60.6,62.05,76.86,76.67,29.05
Sulawesi,Kabupaten,Sulawesi Selatan,Takalar,2020,25.38,364378,1.09,0.21,14.58,42.77,37.59,19.64,100.00,91.59,100.00,90.07,51.99,34.43,13.58,15.42,32.6,68.86,54.84,56.02,85.67,92.03,32.5
Sulawesi,Kabupaten,Sulawesi Selatan,Gowa,2020,57.68,390917,1.18,0.30,8.44,40.54,43.80,15.67,96.42,89.54,99.61,77.29,56.12,27.17,16.7,20.2,23.68,72.84,56.81,57.99,58.22,87.77,29.95
Sulawesi,Kabupaten,Sulawesi Selatan,Sinjai,2020,22.06,329819,1.34,0.36,7.38,38.00,41.29,20.71,"100.00
",88.00,100.00,74.50,37.92,59.26,2.82,53.76,8.33,70.81,56.85,58.11,75.03,95.97,35.73
Sulawesi,Kabupaten,Sulawesi Selatan,Maros,2020,34.62,414324,1.45,0.34,9.00,37.79,47.14,15.07,100.00,93.42,100.00,87.82,47.58,35.16,17.26,31.58,20.85,74.71,54.47,56.45,70.91,72.11,46.55
Sulawesi,Kabupaten,Sulawesi Selatan,Pangkajene Dan Kepulauan,2020,47.12,358061,2.52,0.71,9.74,28.93,52.24,18.83,100.00,92.89,100.00,88.81,55.53,23.47,21,17.55,26.92,71.33,58.22,60.05,81.59,82.87,38.84
Sulawesi,Kabupaten,Sulawesi Selatan,Barru,2020,14.44,337047,1.31,0.36,13.96,28.05,56.63,15.32,100.00,88.79,100.00,94.14,57.21,34.72,8.07,31.57,11.21,72.73,57.7,58.95,91.47,91.98,49.7
Sulawesi,Kabupaten,Sulawesi Selatan,Bone,2020,81.33,345009,1.59,0.36,8.26,38.23,48.60,13.17,100.00,89.97,95.91,100.00,50.85,43.11,6.04,36.66,12.49,67.6,53.82,55.29,70.23,90.59,35.62
Sulawesi,Kabupaten,Sulawesi Selatan,Soppeng,2020,17.23,315455,0.83,0.16,10.68,34.06,45.42,20.52,100.00,91.65,100.00,100.00,38.72,32.76,28.52,31.52,29.76,64.67,55.87,56.54,43.73,97.79,23.37
Sulawesi,Kabupaten,Sulawesi Selatan,Wajo,2020,27.69,350765,0.98,0.21,7.59,43.67,50.12,6.21,100.00,88.58,95.58,59.88,48.09,28.61,23.31,21.7,30.21,70.7,56.06,57.07,49.07,86.02,32.48
Sulawesi,Kabupaten,Sulawesi Selatan,Sidenreng Rappang,2020,15.36,349452,0.82,0.19,6.95,22.00,64.45,13.56,100.00,97.57,100.00,100.00,55.57,31.34,13.09,16.49,27.94,69.89,54.81,55.57,55.75,96.18,6.01
Sulawesi,Kabupaten,Sulawesi Selatan,Pinrang,2020,33.56,336346,1.27,0.34,5.05,33.42,48.28,18.30,100.00,95.51,100.00,86.45,50.36,31.82,17.82,35.67,13.97,68.68,57.18,58.2,68.33,84.03,43.13
Sulawesi,Kabupaten,Sulawesi Selatan,Enrekang,2020,25.25,338731,1.61,0.34,8.86,29.07,48.77,22.16,100.00,94.55,100.00,81.54,42.31,50.53,7.16,51.73,5.96,71.68,60.81,62.13,55.36,91.71,35.78
Sulawesi,Kabupaten,Sulawesi Selatan,Luwu,2020,46.04,347539,2.12,0.49,12.17,23.01,59.53,17.45,100.00,94.35,96.75,91.26,42.33,43.55,14.12,43.73,13.94,70.89,56.66,58.46,48.97,74.69,37.01
Sulawesi,Kabupaten,Sulawesi Selatan,Tana Toraja,2020,28.41,336877,2.32,0.74,12.65,34.63,44.39,20.98,100.00,93.64,100.00,93.08,44.44,48.7,6.85,45.18,10.38,77.04,61.42,63.31,14,83.05,32.02
Sulawesi,Kabupaten,Sulawesi Selatan,Luwu Utara,2020,42.20,354669,2.29,0.61,12.10,24.89,47.51,27.60,100.00,98.18,96.83,90.73,43.16,50.97,5.87,38.1,18.74,73.44,59.76,61.59,57.69,82.85,30.54
Sulawesi,Kabupaten,Sulawesi Selatan,Luwu Timur,2020,20.82,350576,1.05,0.24,13.41,19.89,60.45,19.66,100.00,96.68,100.00,100.00,46.99,38.06,14.94,35.08,17.93,70.15,49.6,51.01,36.17,70.96,30.45
Sulawesi,Kabupaten,Sulawesi Selatan,Toraja Utara,2020,27.88,328096,1.75,0.37,6.85,38.99,44.10,16.91,9872.00,91.74,95.94,91.32,27.54,62.19,10.26,64.98,7.47,76.06,60.79,62.62,50.94,96.26,46.53
Sulawesi,Kota,Sulawesi Selatan,Kota Makassar,2020,69.98,442513,0.58,0.12,12.01,"18.99
",53.59,27.42,100.00,96.98,96.03,65.78,49.65,9.16,41.19,-,50.35,60.83,49.04,49.58,95.42,94.38,30.89
Sulawesi,Kota,Sulawesi Selatan,Kota Parepare,2020,7.96,363710,0.94,0.24,4.54,22.02,50.71,27.27,100.00,98.49,100.00,88.38,40.64,25.41,33.95,2.5,56.86,60.58,49.52,50.12,84.38,97.27,40.7
Sulawesi,Kota,Sulawesi Selatan,Kota Palopo,2020,14.71,362859,0.95,0.21,5.44,15.25,46.79,37.96,100.00,98.38,94.81,88.87,51.33,21.65,27.02,9.02,39.65,65.98,50.79,51.98,77.45,94.1,34.95
Sulawesi,Kabupaten,Sulawesi Tenggara,Buton,2020,13.68,262541,1.94,0.41,7.85,25.98,50.73,23.29,100.00,99.75,94.85,100.00,51.76,32.45,15.79,19.18,29.07,70.36,60.34,61.66,97.47,69.56,33.18
Sulawesi,Kabupaten,Sulawesi Tenggara,Muna,2020,28.73,358333,1.86,0.46,13.21,33.94,50.89,15.17,100.00,96.24,95.16,98.30,43.46,43.51,13.02,32.52,24.02,73.78,57.67,59.74,90.75,71.06,35.91
Sulawesi,Kabupaten,Sulawesi Tenggara,Konawe,2020,31.63,323180,1.71,0.35,12.83,15.02,56.35,28.63,100.00,98.91,95.84,94.34,45.6,35.83,18.56,22.44,31.96,69.41,55.09,56.84,75.43,87.63,50.38
Sulawesi,Kabupaten,Sulawesi Tenggara,Kolaka,2020,23.76,406919,1.99,0.55,12.20,19.51,60.04,20.45,100.00,98.83,94.67,91.95,55.49,32.15,12.37,26.59,17.92,72.43,56.39,58.25,64.56,79.43,29.67
Sulawesi,Kabupaten,Sulawesi Tenggara,Konawe Selatan,2020,34.22,261382,1.77,0.41,11.63,21.03,70.33,8.64,100.00,96.19,100.00,100.00,32.38,54.86,12.75,37.92,29.7,73.47,57.34,59.07,81.26,77.82,41.3
Sulawesi,Kabupaten,Sulawesi Tenggara,Bombana,2020,18.84,325949,1.35,0.32,10.74,25.34,52.21,22.45,100.00,94.83,98.68,85.43,46.81,36.24,16.96,29.9,23.3,68.7,55.49,56.81,81.73,64.72,34.34
Sulawesi,Kabupaten,Sulawesi Tenggara,Wakatobi,2020,13.75,294440,2.73,0.73,10.01,28.68,47.22,24.10,100.00,94.74,100.00,95.17,46.06,38.02,15.92,28.17,25.77,69.91,57.45,59.23,80.95,98.89,24.78
Sulawesi,Kabupaten,Sulawesi Tenggara,Kolaka Utara,2020,19.83,494836,2.28,0.64,14.31,24.51,55.74,19.75,100.00,97.45,100.00,93.37,37.05,55.72,7.23,50.47,12.47,74.62,57.78,59.96,84.49,80.88,30.92
Sulawesi,Kabupaten,Sulawesi Tenggara,Buton Utara,2020,9.13,345039,2.34,0.61,12.96,29.95,43.95,26.10,100.00,95.49,100.00,90.34,36.02,49.35,14.63,37.08,26.9,75.35,56.14,58.84,79.27,68.66,31.01
Sulawesi,Kabupaten,Sulawesi Tenggara,Konawe Utara,2020,8.78,305100,2.92,0.86,14.10,17.23,48.49,34.28,100.00,97.54,100.00,88.66,47.99,37.9,14.11,29.45,22.56,70.81,58.09,59.81,61.46,62.11,24.76
Sulawesi,Kabupaten,Sulawesi Tenggara,Kolaka Timur,2020,26.38,405341,2.18,0.53,13.53,18.73,60.75,20.52,"100.00
",95.62,96.22,94.87,39.56,50.66,9.78,44.39,16.05,74.7,56.06,58.57,79.15,77.53,41.65
Sulawesi,Kabupaten,Sulawesi Tenggara,Konawe Kepulauan,2020,5.88,335414,2.56,0.60,13.47,8.64,56.60,34.76,100.00,98.20,100.00,100.00,37.97,57,5.03,46.31,15.72,76.41,59.78,62.61,82.53,72.76,30.14
Sulawesi,Kabupaten,Sulawesi Tenggara,Muna Barat,2020,11.32,357477,1.98,0.39,17.01,25.20,47.18,27.62,100.00,96.55,100.00,90.82,36.23,49.54,14.23,47.84,15.93,74.88,63.83,65.3,67.93,74.42,30.98
Sulawesi,Kabupaten,Sulawesi Tenggara,Buton Tengah,2020,14.40,264699,1.91,0.38,13.30,42.33,40.43,17.23,100.00,97.60,98.72,99.73,43.63,26.39,29.99,18.35,38.03,72.79,63.49,64.92,97.8,51.03,28.25
Sulawesi,Kabupaten,Sulawesi Tenggara,Buton Selatan,2020,11.50,248184,1.82,0.42,15.32,20.97,63.55,15.48,100.00,98.56,100.00,90.59,56.39,34,9.61,26.95,16.66,74.68,61.84,63.65,93.65,71.83,31.33
Sulawesi,Kota,Sulawesi Tenggara,Kota Kendari,2020,17.46,384379,0.67,0.16,14.11,22.69,53.94,23.37,100.00,87.98,92.96,100.00,44.01,25.8,30.19,2.87,53.12,68.98,46.55,47.52,79.61,82.55,27.89
Sulawesi,Kota,Sulawesi Tenggara,Kota Baubau,2020,12.53,344598,1.05,0.20,4.34,22.72,47.05,30.24,100.00,97.45,100.00,70.07,50.99,35.24,13.77,16.96,32.05,64.98,49.31,50.43,81.74,100,22.25
Sulawesi,Kabupaten,Gorontalo,Boalemo,2020,31.63,426961,2.79,0.67,7.15,36.90,39.99,23.11,100.00,98.24,96.29,81.15,41.23,46.01,12.76,38.56,20.21,60.51,58.24,58.66,75.82,46.24,37.65
Sulawesi,Kabupaten,Gorontalo,Gorontalo,2020,66.73,475102,3.95,1.17,18.57,41.54,46.05,12.42,100.00,98.25,95.38,75.57,42.43,43.89,13.68,35.85,21.72,58.56,49.12,50.78,79.51,58.73,58
Sulawesi,Kabupaten,Gorontalo,Pohuwato,2020,28.92,309174,2.64,0.54,17.62,30.73,50.16,19.10,100.00,99.07,96.77,89.34,44.24,38.59,17.17,32,23.75,61.09,54.7,55.82,83.87,62.74,37.33
Sulawesi,Kabupaten,Gorontalo,Bone Bolango,2020,25.72,424275,2.99,0.77,15.81,25.73,57.32,16.96,100.00,100.00,100.00,86.18,49.72,33.05,17.22,16.73,33.55,57.2,50.68,51.71,58.77,62.94,31.36
Sulawesi,Kabupaten,Gorontalo,Gorontalo Utara,2020,19.56,311200,2.09,0.44,16.88,49.00,38.70,12.30,98.65,96.08,99.02,74.98,36.69,50.01,13.3,46.5,16.8,60.99,53.47,54.74,61.3,51.91,36.56
Sulawesi,Kota,Gorontalo,Kota Gorontalo,2020,12.46,569538,0.61,0.10,5.59,30.46,40.68,28.86,100.00,100.00,90.64,75.79,39.25,21.8,38.96,7.5,53.26,51.97,41.62,42.2,77.68,59.31,50.56
