MainIsland,AreaType,Province,RegencyCity,Year,pov_poorpeopleamount,pov_povertyline,pov_povertydepthindex,pov_povertyseverityindex,pov_poorpeoplepercentage,edu_underprimaryschool,ed_graduatedprimjunior,ed_graduatedoverhs,ed_literacyrate15to24,ed_literacyrate15to55,ed_schoolenrollrate7to12,ed_schoolenrollrate13to15,emp_unemployedperc,emp_employedinform,emp_employedform,emp_employedagric,emp_employednonagric,exp_poorfoodperc,exp_notpoorfoodperc,exp_bothfoodperc,housing_decentwaterperc,housing_privatetoiletperc,gov_aidreceiverperc
Sumatera,Kabupaten,Sumatera Barat,Solok,2016,34.06,376748,1.19,0.25,9.32,36.60,47.34,16.06,100.00,100.00,100.00,100.00,34.88,46.72,18.40,46.59,18.53,70.05,62.60,63.29,29.83,20.21,67.10
Sumatera,Kabupaten,Sumatera Barat,Sijunjung,2016,17.12,344153,1.25,0.28,7.6,51.28,35.95,12.77,100.00,97.79,100.00,52.70,39.07,46.40,14.53,34.65,26.28,68.77,60.25,60.89,34.20,25.21,45.87
Sumatera,Kabupaten,Sumatera Barat,Tanah Datar,2016,19.63,346267,0.81,0.15,5.68,30.56,49.98,19.46,100.00,100.00,100.00,80.46,47.14,42.12,10.73,36.83,16.03,68.21,61.29,61.68,55.94,50.82,51.45
Sumatera,Kabupaten,Sumatera Barat,Padang Pariaman,2016,36.34,374636,1.36,0.38,8.91,36.43,43.66,19.90,100.00,97.45,100.00,100.00,48.95,43.42,7.63,29.24,21.81,69.10,63.72,64.20,53.43,59.84,43.67
Sumatera,Kabupaten,Sumatera Barat,Agam,2016,37.55,315804,0.96,0.19,7.83,32.85,47.68,19.47,100.00,99.00,100.00,73.18,47.41,30.51,22.08,31.72,20.87,66.43,62.75,63.03,60.34,63.89,51.19
Sumatera,Kabupaten,Sumatera Barat,Lima Puluh Kota,2016,28.57,357824,1.06,0.21,7.59,52.96,36.45,10.59,100.00,98.16,100.00,84.38,30.86,60.35,8.80,45.91,23.24,69.98,64.32,64.75,40.60,28.12,62.29
Sumatera,Kabupaten,Sumatera Barat,Pasaman,2016,20.83,307552,0.42,0.05,7.65,14.59,68.97,16.44,100.00,100.00,100.00,90.19,29.52,65.52,4.96,56.76,13.72,69.21,66.52,66.72,35.04,11.88,81.13
Sumatera,Kabupaten,Sumatera Barat,Solok Selatan,2016,11.91,326733,1.23,0.31,7.35,54.57,33.95,11.48,100.00,100.00,100.00,100.00,44.08,47.42,8.49,41.76,14.15,65.40,61.69,61.97,50.90,37.08,86.55
Sumatera,Kabupaten,Sumatera Barat,Dharmasraya,2016,16.24,374642,1.21,0.3,7.16,25.55,56.36,18.09,100.00,99.33,100.00,93.85,39.03,48.24,12.72,47.62,13.35,63.58,58.34,58.71,28.02,70.70,80.95
Sumatera,Kabupaten,Sumatera Barat,Pasaman Barat,2016,30.76,367159,1.09,0.23,7.4,16.44,68.55,15.02,100.00,98.97,100.00,100.00,38.73,46.68,14.59,45.75,15.52,69.79,61.74,62.34,52.34,7.63,69.54
Sumatera,Kota,Sumatera Barat,Kota Padang,2016,42.56,449658,0.55,0.11,4.68,12.19,55.91,31.91,100.00,100.00,100.00,100.00,48.80,36.26,14.94,17.59,33.61,63.91,51.19,51.79,90.25,74.04,44.55
Sumatera,Kota,Sumatera Barat,Kota Solok,2016,2.59,385781,0.13,0.01,3.86,27.82,33.44,38.74,100.00,100.00,100.00,100.00,27.69,49.23,23.08,38.80,33.51,53.48,56.26,56.15,89.84,80.28,46.08
Sumatera,Kota,Sumatera Barat,Kota Sawah Lunto,2016,1.34,318721,0.12,0.01,2.21,53.19,28.73,18.08,100.00,100.00,100.00,100.00,39.51,42.41,18.08,8.23,52.27,71.29,56.43,56.76,86.88,74.98,16.55
Sumatera,Kota,Sumatera Barat,Kota Padang Panjang,2016,3.47,420981,0.66,0.11,6.75,5.85,57.04,37.11,100.00,100.00,100.00,100.00,33.41,43.06,23.53,13.95,52.65,62.55,48.64,49.58,78.38,79.64,30.00
Sumatera,Kota,Sumatera Barat,Kota Bukittinggi,2016,6.81,420478,1.05,0.3,5.48,9.23,44.27,46.50,100.00,100.00,100.00,100.00,31.02,40.38,28.60,3.13,65.85,60.20,54.22,54.55,75.06,98.00,41.12
Sumatera,Kota,Sumatera Barat,Kota Payakumbuh,2016,8.35,424233,0.87,0.19,6.46,49.86,24.11,26.03,100.00,100.00,100.00,100.00,46.33,33.46,20.21,9.72,43.95,58.71,52.49,52.89,80.31,89.30,62.45
Sumatera,Kota,Sumatera Barat,Kota Pariaman,2016,4.47,392970,0.9,0.22,5.23,35.59,41.17,23.24,100.00,100.00,100.00,100.00,35.84,54.43,9.73,11.49,52.67,68.52,59.08,59.57,45.83,62.53,66.00
Sumatera,Kabupaten,Riau,Kuantan Singingi,2016,31.22,468199,1.45,0.33,9.85,40.03,46.37,13.60,100.00,100.00,100.00,87.07,42.28,47.04,10.67,35.44,22.28,61.27,54.76,55.40,51.10,47.95,60.16
Sumatera,Kabupaten,Riau,Indragiri Hulu,2016,29.73,419737,0.86,0.17,7.15,31.62,60.16,8.22,100.00,100.00,97.19,85.85,28.75,46.80,24.45,40.78,30.47,62.26,53.57,54.19,41.90,67.04,55.29
Sumatera,Kabupaten,Riau,Indragiri Hilir,2016,56.82,315988,1.29,0.25,7.99,17.74,66.59,15.67,100.00,100.00,98.84,85.66,44.71,45.59,9.70,40.14,15.15,68.75,63.31,63.74,98.00,88.78,46.29
Sumatera,Kabupaten,Riau,Pelalawan,2016,45.35,473240,1.79,0.47,11,29.88,43.57,26.55,100.00,99.20,96.08,96.97,41.94,34.93,23.14,38.22,19.85,60.06,56.57,56.95,45.26,92.18,47.61
Sumatera,Kabupaten,Riau,Siak,2016,24.86,391039,0.58,0.11,5.52,20.04,59.81,20.15,100.00,100.00,100.00,93.32,56.81,32.02,11.17,13.65,29.53,52.19,52.38,52.37,83.65,97.35,60.43
Sumatera,Kabupaten,Riau,Kampar,2016,67.68,375716,1.24,0.29,8.38,12.89,67.71,19.40,100.00,100.00,98.00,100.00,41.82,32.26,25.92,27.62,30.56,59.72,59.94,59.92,65.95,85.21,64.93
Sumatera,Kabupaten,Riau,Rokan Hulu,2016,67.42,420884,1.54,0.34,11.05,21.45,65.20,13.35,100.00,100.00,98.84,89.01,38.67,39.02,22.32,37.35,23.98,61.46,58.48,58.81,57.19,78.52,50.45
Sumatera,Kabupaten,Riau,Bengkalis,2016,37.49,455021,1.41,0.43,6.82,20.37,53.00,26.63,95.11,96.28,94.48,74.63,43.32,32.72,23.96,31.46,25.22,60.81,55.73,56.08,60.25,83.21,33.94
Sumatera,Kabupaten,Riau,Rokan Hilir,2016,52.4,345953,0.77,0.12,7.97,19.06,55.62,25.31,100.00,100.00,100.00,84.36,44.30,31.11,24.60,34.68,21.02,66.62,60.73,61.20,55.62,79.19,48.46
Sumatera,Kabupaten,Riau,Kepulauan Meranti,2016,56.18,427938,7.17,2.42,30.89,22.82,53.67,23.52,100.00,99.52,97.33,95.29,46.74,26.20,27.07,20.61,32.65,57.87,56.23,56.74,85.06,96.84,59.63
Sumatera,Kota,Riau,Kota Pekanbaru,2016,32.49,435082,0.41,0.08,3.07,13.91,57.19,28.90,100.00,100.00,94.26,93.26,37.78,31.27,30.95,0.00,62.22,55.07,48.17,48.38,80.98,98.00,49.10
Sumatera,Kota,Riau,Kota Dumai,2016,13.76,369624,0.62,0.13,4.74,18.89,55.39,25.72,100.00,95.33,94.55,71.63,49.86,23.13,27.01,3.27,46.87,54.38,53.47,53.51,46.42,98.00,39.96
Sumatera,Kabupaten,Jambi,Kerinci,2016,17.62,285406,0.92,0.2,7.48,35.44,47.38,17.18,100.00,98.51,100.00,100.00,42.11,52.61,5.28,40.43,17.46,64.07,59.14,59.51,48.69,60.76,57.51
Sumatera,Kabupaten,Jambi,Merangin,2016,36.89,325181,1.77,0.49,9.95,30.16,64.38,5.46,100.00,100.00,100.00,90.57,33.87,50.01,16.12,47.38,18.75,62.88,56.28,56.94,12.55,50.59,53.41
Sumatera,Kabupaten,Jambi,Sarolangun,2016,26.37,386460,1.37,0.29,9.33,39.80,53.04,7.16,100.00,98.27,100.00,77.92,39.99,36.35,23.66,43.10,16.92,64.69,53.67,54.70,22.47,48.91,72.82
Sumatera,Kabupaten,Jambi,Batang Hari,2016,28.39,341320,1.29,0.23,10.79,29.00,59.65,11.35,100.00,99.32,100.00,93.26,46.34,40.00,13.66,43.53,10.13,65.32,59.73,60.33,31.29,63.14,36.18
Sumatera,Kabupaten,Jambi,Muaro Jambi,2016,17.52,255918,0.49,0.08,4.3,19.80,63.84,16.37,100.00,98.53,100.00,100.00,43.42,27.83,28.75,25.59,30.98,62.41,58.35,58.52,35.64,82.05,62.99
Sumatera,Kabupaten,Jambi,Tanjung Jabung Timur,2016,27.42,322389,2,0.56,12.76,35.86,53.15,10.99,100.00,99.51,100.00,82.14,36.06,46.41,17.53,49.43,14.51,64.99,59.28,60.01,80.33,77.59,43.39
Sumatera,Kabupaten,Jambi,Tanjung Jabung Barat,2016,37.24,303479,1.61,0.36,11.81,28.97,64.34,6.68,100.00,100.00,100.00,96.90,31.80,62.91,5.29,51.29,16.91,62.43,57.16,57.79,82.92,49.16,65.08
Sumatera,Kabupaten,Jambi,Tebo,2016,23.04,338160,0.96,0.23,6.87,34.52,54.40,11.08,100.00,97.29,100.00,92.86,40.95,37.30,21.75,41.62,17.44,64.77,58.15,58.60,38.32,49.41,65.57
Sumatera,Kabupaten,Jambi,Bungo,2016,20.96,292573,0.97,0.22,5.99,29.97,64.27,5.75,95.65,98.02,100.00,100.00,44.44,30.34,25.22,47.79,7.77,56.24,55.69,55.72,30.69,32.23,79.36
